,is_ga,popularity_sg,short_title,listing_count,average_price,median_price,lowest_price,venue_name,venue_popularity,venue_address,venue_city,venue_state,venue_zip,venue_id,headliner
2863,0.0,0.0,Rodriguez Jr.,,,,,Estate,0,1177 N Elston Ave,Chicago,IL,60642,65240,Rodriguez Jr.
2864,1.0,0.593,Spencer Sutherland,1.0,63.0,63.0,63.0,Beat Kitchen,0,2100 West Belmont Avenue,Chicago,IL,60618,3320,Spencer Sutherland
2865,0.0,0.0,Vince Neil with Enuff Z'nuff,,,,,Sideouts Bar and Eatery,0,4018 W Roberts Road,Island Lake,IL,60042,69904,Vince Neil
2866,0.0,0.584,Brandy,1.0,299.0,299.0,299.0,RiverEdge Park,0,360 N Broadway St,Aurora,IL,60505,51094,Brandy
2867,1.0,0.582,The Bouncing Souls (18+),3.0,61.0,63.0,55.0,Metro,0,3730 N. Clark St.,Chicago,IL,60613,557,The Bouncing Souls
2868,0.0,0.631,Ben Harper with The Innocent Criminals and Trombone Shorty & Orleans Avenue,181.0,120.0,95.0,19.0,Huntington Bank Pavilion at Northerly Island,0,1300 S. Linn White Drive,Chicago,IL,60605,403,Ben Harper
2869,0.0,0.622,Shinedown,132.0,77.0,68.0,52.0,Illinois State Fairgrounds,0,801 E Sangamon Ave,Springfield,IL,62794,242,Shinedown
2870,0.0,0.61,Katya,,,,,Vic Theatre,0,3145 N Sheffield,Chicago,IL,60657,372,Katya
2871,0.0,0.0,Anders Osborne,1.0,82.0,82.0,82.0,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,Anders Osborne
2872,0.0,0.0,Los Caminantes,,,,,LA HACIENDA - Waukegan,0,901 S Lincoln Ave,Waukegan,IL,60085,428932,Los Caminantes
2873,0.0,0.0,Los BK's with Los Caminantes,,,,,Los Globos,0,3059 S Central Park Ave,Chicago,IL,60623,428551,Los Caminantes
2874,1.0,0.0,Imagery Converter,,,,,Constellation,0,3111 N Western Ave,Chicago,IL,60618,48623,Imagery Converter
2875,0.0,0.575,Neurosis with Bell Witch,5.0,62.0,62.0,57.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,Neurosis
2876,0.0,0.552,Ana Barbara En Concierto,3.0,152.0,148.0,148.0,Copernicus Center,0,5216 W. Lawrence Ave.,Chicago,IL,60630,16312,Ana Barbara En Concierto
2877,0.0,0.0,Eli Winter,,,,,Hungry Brain,0,2319 W. Belmont,Chicago,IL,60618,30357,Eli Winter
2878,0.0,0.0,Los Perdidos de Sinaloa,,,,,V - Live,0,2501 S Kedzie Ave,Chicago,IL,60623,428874,Los Perdidos de Sinaloa
2879,1.0,0.0,Back 2 Bassics,,,,,The Castle Theatre,0,209 E. Washington St.,Bloomington,IL,61701,5620,Back 2 Bassics
2880,1.0,0.536,The Crystal Method,4.0,57.0,47.0,42.0,Bottom Lounge,0,1375 W. Lake St,Chicago,IL,60607,981,The Crystal Method
2881,1.0,0.0,Passport Vibes,,,,,The Promontory,0,5311 South Lake Park Avenue West,Chicago,IL,60615,72204,Passport Vibes
2882,1.0,0.455,The Rock and Roll Playhouse,,,,,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,The Rock and Roll Playhouse
2883,0.0,0.56,Happy Together Tour,54.0,108.0,93.0,76.0,Peoria Civic Center,0,201 SW Jefferson Ave,Peoria,IL,61602,5437,Happy Together
2884,1.0,0.511,Skillet with Sevendust and Pop Evil and Devour the Day,2.0,63.0,63.0,63.0,Peoria RiverFront,0,200 NE Water Street,Peoria,IL,61602,11974,Pop Evil
2885,0.0,0.693,Nelly with Flo Rida and TLC,317.0,124.0,90.0,28.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,Flo Rida
2886,1.0,0.553,Avi Kaplan,2.0,96.0,88.0,88.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,Avi Kaplan
2887,0.0,0.619,Reba McEntire with Rachel Wammack,2.0,90.0,85.0,85.0,Illinois State Fairgrounds,0,801 E Sangamon Ave,Springfield,IL,62794,242,Reba McEntire
2888,1.0,0.556,Kosha Dillz,1.0,174.0,174.0,174.0,Beat Kitchen,0,2100 West Belmont Avenue,Chicago,IL,60618,3320,Kosha Dillz
2889,0.0,0.623,Katya,,,,,Vic Theatre,0,3145 N Sheffield,Chicago,IL,60657,372,Katya
2890,0.0,0.44,Gauche,2.0,62.0,37.0,37.0,Subterranean,0,2011 West North Avenue,Chicago,IL,60647,2088,Gauche
2891,0.0,0.0,Los Caminantes,,,,,LA SIERRA,0,2121 E New York St,Aurora,IL,60502,250723,Los Caminantes
2892,0.0,0.0,Los BK's with Los Caminantes,,,,,Candela Night Club,0,8526 W Golf Rd,Niles,IL,60714,282310,Los Caminantes
2893,1.0,0.0,Knocked Loose,,,,,Blackhawk Room,0,423 5th Avenue,Moline,IL,61265,480131,Knocked Loose
2894,1.0,0.0,Shakey Graves with Dr. Dog,9.0,81.0,78.0,71.0,The Rust Belt,0,533 12th Ave,East Moline,IL,61244,463719,Dr. Dog
2895,1.0,0.465,Drab Majesty,6.0,136.0,100.0,82.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,Drab Majesty
2896,0.0,0.636,Ringo Starr,126.0,149.0,122.0,99.0,State Farm Center,0,1800 S. First Street,Champaign,IL,61820,921,Ringo Starr
2897,1.0,0.0,PlayHouse feat,,,,,Emporium Arcade Bar,0,1366 North Milwaukee Avenue,Chicago,IL,60622,64337,PlayHouse feat
2898,1.0,0.0,butcher night feat,,,,,CAIRO ALE HOUSE - PIZZA - GRILL - EVENTS,0,2009 Franciscan Way,West Chicago,IL,60185,480253,butcher night feat
2899,0.0,0.699,Korn with Alice in Chains,314.0,119.0,91.0,35.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,Alice in Chains
2900,1.0,0.0,"Summer Nights Outdoor Concert Series - Dan McGuiness, August 21",,,,,115 Bourbon Street,0,3359 West 115th Street,Merrionette Park,IL,60803,469529,Summer Nights Outdoor Concert Series
2901,0.0,0.0,"Rolling Thunder-Dylan 75 feat John Mead, Steve Dawson, Jimmy Tomasello, Alton Smith, & Diane Christiansen",,,,,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,"Rolling Thunder-Dylan 75 feat John Mead, Steve Dawson, Jimmy Tomasello, Alton Smith, & Diane Christiansen"
2902,1.0,0.0,Lake Mary,,,,,Hideout Inn,0,1354 W. Wabansia Ave.,Chicago,IL,60642,172595,Lake Mary
2903,0.0,0.0,Susan Williams,,,,,Rosa's Lounge,0,3420 W Armitage Ave,Chicago,IL,60647,13270,Susan Williams
2904,1.0,0.579,Cody Jinks with Sunny Sweeney,68.0,79.0,76.0,41.0,Concord Music Hall,0,2047 N Milwaukee Avenue,Chicago,IL,60647,3738,Sunny Sweeney
2905,0.0,0.446,The Lillingtons,,,,,Reggies Rock Club,0,2109 South State Street,Chicago,IL,60616,2439,The Lillingtons
2906,0.0,0.725,Iron Maiden with The Raven Age,252.0,289.0,169.0,74.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,Iron Maiden
2907,1.0,0.0,G. Love & Special Sauce (21+),6.0,96.0,72.0,44.0,Kenny's Westside Pub,0,112 SW Jefferson Ave,Peoria,IL,61602,142262,G. Love & Special Sauce
2908,1.0,0.529,The Hold Steady,7.0,91.0,90.0,83.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,The Hold Steady
2909,0.0,0.57,Santigold with Washed Out and Nao and Justin Martin and Sylvan Esso,,,,,Montrose Beach,0,200 Montrose Drive,Chicago,IL,60640,8930,Santigold
2910,0.0,0.0,Lil Mosey,1.0,74.0,74.0,74.0,The Forge,0,22 W Cass St,Joliet,IL,60432,426029,Lil Mosey
2911,1.0,0.0,Chicago Philharmonic,,,,,Lincoln Park Zoo,0,2001 N. Clark St,Chicago,IL,60614,298764,Chicago Philharmonic
2912,1.0,0.0,One Night,,,,,Hickory Hall Crystal Lake,0,406 West Woodstock Street,Crystal Lake,IL,60014,481014,One Night
2913,0.0,0.0,Russ Taff,,,,,Marion Cultural and Civic Center,0,800 Tower Square Plaza,Marion,IL,62959,469958,Russ Taff
2914,0.0,0.0,Scott Mulvahill,,,,,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,Scott Mulvahill
2915,0.0,0.677,Dierks Bentley with Jon Pardi,385.0,144.0,121.0,48.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,Dierks Bentley
2916,0.0,0.601,Papa Roach with Asking Alexandria,89.0,123.0,100.0,58.0,Aragon Ballroom,0,1106 West Lawrence Avenue,Chicago,IL,60640,999,Papa Roach
2917,0.0,0.0,5 Friday,,,,,Devon Lakeshore Amphitheater,0,2686 E. Cantrell St.,Decatur,IL,62521,467494,5 Friday
2918,1.0,0.468,Overstreet,,,,,Cobra Lounge,0,235 North Ashland Avenue,Chicago,IL,60607,7801,Overstreet
2919,0.0,0.0,Riz La Vie,,,,,Downstairs,0,2011 W. North Ave.,Chicago,IL,60647,39032,Riz La Vie
2920,0.0,0.534,Get the Led Out,2.0,126.0,126.0,126.0,RiverEdge Park,0,360 N Broadway St,Aurora,IL,60505,51094,Get The Led Out
2921,0.0,0.389,Polo G,5.0,72.0,56.0,50.0,Pops,0,401 Monsanto Avenue,Sauget,IL,62201,785,Polo G
2922,1.0,0.538,Josh Ritter (18+),16.0,76.0,75.0,63.0,The Castle Theatre,0,209 E. Washington St.,Bloomington,IL,61701,5620,Josh Ritter
2923,0.0,0.0,The Skapones (21+),3.0,105.0,93.0,93.0,Reggies Music Joint,0,2105 South State Street,Chicago,IL,60616,8079,The Skapones
2924,0.0,0.643,Sting,36.0,529.0,225.0,102.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,Sting
2925,0.0,0.614,Cody Jinks with Sunny Sweeney,65.0,126.0,100.0,71.0,Peoria Civic Center,0,201 SW Jefferson Ave,Peoria,IL,61602,5437,Sunny Sweeney
2926,0.0,0.516,Kenny Wayne Shepherd,14.0,135.0,134.0,109.0,Arcada Theatre,0,105 East Main Street,Saint Charles,IL,60174,4131,Kenny Wayne Shepherd
2927,1.0,0.642,Flying Lotus,5.0,100.0,79.0,68.0,Vic Theatre,0,3145 N Sheffield,Chicago,IL,60657,372,Flying Lotus
2928,0.0,0.0,The Hold Steady (21+),5.0,226.0,226.0,219.0,Empty Bottle,0,1035 North Western Avenue,Chicago,IL,60622,1365,The Hold Steady
2929,0.0,0.0,52nd Street,,,,,210 Live,0,210 Green Bay Road,Highwood,IL,60040,319536,52nd Street
2930,1.0,0.556,Dada Life (21+),,,,,PRYSM Nightclub,0,1543 N. Kingsbury,Chicago,IL,60642,395495,Dada Life
2931,1.0,0.0,Mike Zito,1.0,45.0,45.0,45.0,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,Mike Zito
2932,1.0,0.0,Sasy Mankan (21+),,,,,Joe's on Weed St.,0,940 West Weed Street,Chicago,IL,60622,914,Sasy Mankan
2933,0.0,0.617,The Woggles,,,,,Rosemont Theatre,0,5400 North River Road,Rosemont,IL,60018,715,The Woggles
2934,1.0,0.0,Back 2 School Jam,,,,,Waukegan High School,0,2325 Brookside Avenue,Waukegan,IL,60085,152086,Back 2 School Jam
2935,1.0,0.564,Northlane with Erra and Crystal Lake,1.0,126.0,126.0,126.0,Bottom Lounge,0,1375 W. Lake St,Chicago,IL,60607,981,Erra
2936,0.0,0.0,WGCI Summer Jam: Yo Gotti with Gucci Mane and Teyana Taylor,372.0,189.0,174.0,128.0,Wintrust Arena,0,200 East Cermak Road,Chicago,IL,60616,425897,Gucci Mane
2937,0.0,0.0,Peter White,23.0,91.0,89.0,83.0,Country Club Hills Theatre,0,4116 W. 183rd St.,Country Club Hills,IL,60478,3047,Peter White
2938,0.0,0.689,Hootie & The Blowfish with Barenaked Ladies,235.0,195.0,200.0,40.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,Barenaked Ladies
2939,0.0,0.586,All American Rejects,54.0,62.0,60.0,60.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,All American Rejects
2940,0.0,0.601,King Gizzard & The Lizard Wizard with The Orb,79.0,107.0,94.0,67.0,Aragon Ballroom,0,1106 West Lawrence Avenue,Chicago,IL,60640,999,The Orb
2941,1.0,0.0,Smells Like Dave Grohl - Foo Fighters Tribute,,,,,RocHaus,0,96 West Main Street,West Dundee,IL,60118,290474,Smells Like Dave Grohl
2942,1.0,0.545,Joyryde (18+),22.0,128.0,79.0,40.0,Concord Music Hall,0,2047 N Milwaukee Avenue,Chicago,IL,60647,3738,Joyryde
2943,1.0,0.654,Phantogram with Bob Moses (18+),3.0,100.0,100.0,97.0,Riviera Theatre,0,4746 North Racine Avenue,Chicago,IL,60640,622,Phantogram
2944,1.0,0.556,Off With Their Heads,2.0,46.0,46.0,46.0,Beat Kitchen,0,2100 West Belmont Avenue,Chicago,IL,60618,3320,Off With Their Heads
2945,0.0,0.644,Sting,83.0,275.0,152.0,114.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,Sting
2946,1.0,0.0,Rotten Mouth,,,,,Tonic Room,0,2447 N. Halsted St.,Chicago,IL,60614,13271,Rotten Mouth
2947,1.0,0.0,Lee DeWyze,,,,,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,Lee DeWyze
2948,0.0,0.534,The Adicts,27.0,70.0,67.0,47.0,House of Blues Chicago,0,329 N Dearborn St,Chicago,IL,60654,515,The Adicts
2949,0.0,0.546,Poi Dog Pondering,12.0,174.0,156.0,105.0,RiverEdge Park,0,360 N Broadway St,Aurora,IL,60505,51094,Poi Dog Pondering
2950,1.0,0.0,HIDE Record Release,,,,,Empty Bottle,0,1035 North Western Avenue,Chicago,IL,60622,1365,HIDE Record Release
2951,1.0,0.0,Dead Rider with Karen Meat,,,,,Hideout Inn,0,1354 W. Wabansia Ave.,Chicago,IL,60642,172595,Dead Rider
2952,0.0,0.0,Zakk Sabbath,,,,,The Forge,0,22 West Cass Street,Joliet,IL,60432,7413,Zakk Sabbath
2953,1.0,0.54,The Hold Steady,7.0,123.0,109.0,60.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,The Hold Steady
2954,1.0,0.0,Purple Mountains ( Event) (21+),2.0,188.0,188.0,188.0,Sleeping Village,0,3734 W. Belmont,Chicago,IL,60618,446422,Purple Mountains
2955,0.0,0.57,Robben Ford,24.0,95.0,87.0,87.0,Arcada Theatre,0,105 East Main Street,Saint Charles,IL,60174,4131,Robben Ford
2956,0.0,0.52,Blackalicious,1.0,62.0,62.0,62.0,Subterranean,0,2011 West North Avenue,Chicago,IL,60647,2088,Blackalicious
2957,1.0,0.0,Rod Tuffcurls (21+),,,,,Joe's on Weed St.,0,940 West Weed Street,Chicago,IL,60622,914,Rod Tuffcurls
2958,1.0,0.0,JEFF the Brotherhood,,,,,Emporium Arcade Bar,0,1366 North Milwaukee Avenue,Chicago,IL,60622,64337,JEFF the Brotherhood
2959,0.0,0.0,Golf Clap with Westend,,,,,Estate,0,1177 N Elston Ave,Chicago,IL,60642,65240,Golf Clap
2960,0.0,0.558,Frankie Avalon,44.0,131.0,129.0,83.0,Arcada Theatre,0,105 East Main Street,Saint Charles,IL,60174,4131,Frankie Avalon
2961,1.0,0.0,Shake Sumthin,,,,,The Promontory,0,5311 South Lake Park Avenue West,Chicago,IL,60615,72204,Shake Sumthin
2962,0.0,0.0,Tim Hawkins,,,,,Riverside Community Church,0,207 NE Monroe,Peoria,IL,61602,146585,Tim Hawkins
2963,1.0,0.0,Annie Sellick and Pat Bergeson,,,,,The Venue,0,21 S Broadway Ave,Aurora,IL,60505,469669,Annie Sellick and Pat Bergeson
2964,0.0,0.54,Black Flag with The Linecutters,2.0,183.0,181.0,181.0,Reggies Rock Club,0,2109 South State Street,Chicago,IL,60616,2439,Black Flag
2965,0.0,0.491,Wynonna Judd,121.0,123.0,117.0,35.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,Wynonna Judd
2966,1.0,0.0,The Field,,,,,Empty Bottle,0,1035 North Western Avenue,Chicago,IL,60622,1365,The Field
2967,0.0,0.548,Black Flag (18+),12.0,68.0,67.0,52.0,Reggies Rock Club,0,2109 South State Street,Chicago,IL,60616,2439,Black Flag
2968,0.0,0.56,Matthew West with Leanna Crawford,1.0,35.0,35.0,35.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,Matthew West
2969,1.0,0.0,Wille & the Bandits,,,,,RocHaus,0,96 West Main Street,West Dundee,IL,60118,290474,Wille & the Bandits
2970,1.0,0.0,Hovvdy & Lomelda,,,,,Empty Bottle,0,1035 North Western Avenue,Chicago,IL,60622,1365,Hovvdy & Lomelda
2971,0.0,0.0,Red,4.0,74.0,65.0,64.0,The Forge,0,22 W Cass St,Joliet,IL,60432,426029,Red
2972,0.0,0.464,The Goddamn Gallows,,,,,Reggies Rock Club,0,2109 South State Street,Chicago,IL,60616,2439,The Goddamn Gallows
2973,0.0,0.619,SUNG SI KYUNG LIVE IN USA The song,,,,,Copernicus Center,0,5216 W. Lawrence Ave.,Chicago,IL,60630,16312,SUNG SI KYUNG LIVE IN USA The song
2974,0.0,0.5,Kississippi,3.0,39.0,41.0,34.0,Beat Kitchen,0,2100 West Belmont Avenue,Chicago,IL,60618,3320,Kississippi
2975,0.0,0.0,Lisa Lauren,,,,,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,Lisa Lauren
2976,0.0,0.584,Restless Heart with Shenandoah,54.0,48.0,45.0,45.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,Restless Heart
2977,0.0,0.561,Robert Cray,41.0,109.0,102.0,87.0,Arcada Theatre,0,105 East Main Street,Saint Charles,IL,60174,4131,Robert Cray
2978,1.0,0.538,Demons & Wizards with Lizzy Borden,19.0,118.0,103.0,58.0,Concord Music Hall,0,2047 N Milwaukee Avenue,Chicago,IL,60647,3738,Lizzy Borden
2979,1.0,0.0,"Summer Nights Outdoor Concert Series - The Doors of Chicago, August 28",,,,,115 Bourbon Street,0,3359 West 115th Street,Merrionette Park,IL,60803,469529,Summer Nights Outdoor Concert Series
2980,0.0,0.608,Alejandro Sanz,250.0,183.0,157.0,73.0,Rosemont Theatre,0,5400 North River Road,Rosemont,IL,60018,715,Alejandro Sanz
2981,0.0,0.49,LANCO,240.0,96.0,57.0,32.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,LANCO
2982,0.0,0.0,Lurrie Bell,,,,,Rosa's Lounge,0,3420 W Armitage Ave,Chicago,IL,60647,13270,Lurrie Bell
2983,1.0,0.0,SPACE Jazz,,,,,Broken Shaker at Freehand Chicago,0,19 East Ohio Street,Chicago,IL,60611,477530,SPACE Jazz
2984,1.0,0.655,Polo G with Luh Kel (18+),2.0,52.0,50.0,50.0,Vic Theatre,0,3145 N Sheffield,Chicago,IL,60657,372,Polo G
2985,0.0,0.631,JoJo Siwa with The Belles,338.0,172.0,129.0,62.0,Rosemont Theatre,0,5400 North River Road,Rosemont,IL,60018,715,JoJo Siwa
2986,0.0,0.529,The Allman Betts Band,3.0,87.0,87.0,87.0,Arcada Theatre,0,105 East Main Street,Saint Charles,IL,60174,4131,The Allman Betts Band
2987,0.0,0.545,Whitey Morgan with Cody Canada & The Departed,217.0,103.0,57.0,41.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,Cody Canada
2988,0.0,0.53,Orange Goblin,18.0,138.0,104.0,83.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,Orange Goblin
2989,0.0,0.0,Hairbangers Ball (21+),,,,,CD and ME,0,23320 South LaGrange Road,Frankfort,IL,60423,45319,Hairbangers Ball
2990,1.0,0.0,Nahko and Medicine for the People,10.0,118.0,92.0,76.0,Monarch Music Hall,0,8102 N University Street,Peoria,IL,61615,439808,Nahko and Medicine for the People
2991,0.0,0.564,Leoni Torres,22.0,105.0,97.0,86.0,House of Blues Chicago,0,329 N Dearborn St,Chicago,IL,60654,515,Leoni Torres
2992,0.0,0.555,Michael Feinstein with Christine Ebersole,40.0,101.0,96.0,37.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,Michael Feinstein
2993,0.0,0.608,O.A.R. with American Authors and Rozzi Crane,68.0,125.0,117.0,38.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,O.A.R.
2994,0.0,0.0,Joris Voorn with RJ Pickens,,,,,North Avenue Beach,0,1600 North Lake Shore Drive,Chicago,IL,60613,244092,Joris Voorn
2995,0.0,0.493,Nicole Dollanganger,4.0,57.0,45.0,37.0,Beat Kitchen,0,2100 West Belmont Avenue,Chicago,IL,60618,3320,Nicole Dollanganger
2996,0.0,0.0,The Fat Babies,,,,,Evanston SPACE,0,1245 Chicago Avenue,Evanston,IL,60202,2109,The Fat Babies
2997,1.0,0.449,Fire Talk Records showcase feat,,,,,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,Fire Talk Records showcase feat
2998,0.0,0.0,40oz. Sidekicks,,,,,Wire,0,6815 Roosevelt Road,Berwyn,IL,60402,55819,40oz. Sidekicks
2999,0.0,0.0,Joe Diffie,,,,,McFerren Park,0,1 McFerren Park Wy,Hoopeston,IL,60942,79996,Joe Diffie
3000,0.0,0.536,Phillip Phillips,216.0,107.0,62.0,49.0,DuQuoin State Fair,0,655 Executive Dr,Du Quoin,IL,62832,3054,Phillip Phillips
3001,0.0,0.518,Goldfinger with Big D And The Kids Table and The Planet Smashers,11.0,75.0,71.0,64.0,House of Blues Chicago,0,329 N Dearborn St,Chicago,IL,60654,515,Big D And The Kids Table
3002,0.0,0.0,MPG with Melissa Polinar,1.0,97.0,97.0,97.0,City Winery - Chicago,0,1200 West Randolph Street,Chicago,IL,60607,9520,Melissa Polinar
3003,1.0,0.0,The Vibrators (21+),3.0,105.0,93.0,93.0,Reggies Music Joint,0,2105 South State Street,Chicago,IL,60616,8079,The Vibrators
3004,0.0,0.625,The Australian Pink Floyd Show,159.0,115.0,96.0,42.0,Rosemont Theatre,0,5400 North River Road,Rosemont,IL,60018,715,The Australian Pink Floyd Show
3005,1.0,0.557,Gondwana (21+),,,,,Joe's on Weed St.,0,940 West Weed Street,Chicago,IL,60622,914,Gondwana
3006,1.0,0.0,Mima and International Dub Ambassadors,,,,,Segundo Ruiz Belvis Cultural Center,0,4048 West Armitage Avenue,Chicago,IL,60639,234386,Mima and International Dub Ambassadors
3007,1.0,0.0,Scorched Tundra XI with Cloud Rat and Black Cobra,,,,,Empty Bottle,0,1035 North Western Avenue,Chicago,IL,60622,1365,Cloud Rat
3008,0.0,0.0,Carl Weathersby,,,,,Rosa's Lounge,0,3420 W Armitage Ave,Chicago,IL,60647,13270,Carl Weathersby
3009,1.0,0.0,Hairbangers Ball (19+),,,,,The City Center Champaign,0,505 S Chestnut St,Champaign,IL,61820,464598,Hairbangers Ball
3010,1.0,0.0,Rhythm & Booze 10,,,,,The Promontory,0,5311 South Lake Park Avenue West,Chicago,IL,60615,72204,Rhythm & Booze 10
3011,0.0,0.602,Queen Latifah with Common,55.0,132.0,120.0,58.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,Common
3012,1.0,0.0,Nathaniel Rateliff & The Night Sweats,13.0,80.0,77.0,66.0,The Rust Belt,0,533 12th Ave,East Moline,IL,61244,463719,Nathaniel Rateliff
3013,0.0,0.776,Future and Meek Mill,367.0,179.0,133.0,52.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,YG
3014,0.0,0.618,Squeeze with KT Tunstall,330.0,151.0,122.0,56.0,Chicago Theatre,0,175 North State Street,Chicago,IL,60601,5501,Squeeze
3015,0.0,0.613,Toad the Wet Sprocket,12.0,159.0,116.0,95.0,Thalia Hall,0,1807 S Allport St,Chicago,IL,60608,60271,Toad the Wet Sprocket
3016,0.0,0.513,Faces of The King,31.0,117.0,109.0,87.0,Arcada Theatre,0,105 East Main Street,Saint Charles,IL,60174,4131,Elvis Tribute
3017,0.0,0.0,Pagan Altar with High Spirits (21+),3.0,105.0,93.0,93.0,Reggies Music Joint,0,2105 South State Street,Chicago,IL,60616,8079,High Spirits
3018,1.0,0.0,Scorched Tundra XI with EYEHATEGOD,,,,,Empty Bottle,0,1035 North Western Avenue,Chicago,IL,60622,1365,EYEHATEGOD
3019,1.0,0.548,Scarlxrd,6.0,66.0,61.0,58.0,Bottom Lounge,0,1375 W. Lake St,Chicago,IL,60607,981,Scarlxrd
3020,0.0,0.0,Carl Weathersby,,,,,Rosa's Lounge,0,3420 W Armitage Ave,Chicago,IL,60647,13270,Carl Weathersby
3021,0.0,0.0,Trace Adkins,,,,,Devon Lakeshore Amphitheater,0,2686 E. Cantrell St.,Decatur,IL,62521,467494,Trace Adkins
3022,0.0,0.702,Mark Knopfler,48.0,893.0,463.0,277.0,Chicago Theatre,0,175 North State Street,Chicago,IL,60601,5501,Mark Knopfler
3023,0.0,0.655,Steely Dan,58.0,179.0,182.0,67.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,Steely Dan
3024,1.0,0.0,God Module,1.0,109.0,109.0,109.0,Bourbon on Division,0,2050 West Division Street,Chicago,IL,60622,434574,God Module
3025,1.0,0.537,Steve'n'Seagulls with Steve`n`Seagulls (21+),3.0,68.0,83.0,39.0,Beat Kitchen,0,2100 West Belmont Avenue,Chicago,IL,60618,3320,Steve'n'Seagulls
3026,1.0,0.0,Boris Brejcha,,,,,Sound-Bar,0,226 West Ontario Street,Chicago,IL,60654,29143,Boris Brejcha
3027,0.0,0.0,Millikin Decatur Symphony Orchestra,,,,,Devon Lakeshore Amphitheater,0,2686 E. Cantrell St.,Decatur,IL,62521,467494,Millikin Decatur Symphony Orchestra
3028,0.0,0.0,Tyler Cassidy,,,,,Reggies Music Joint,0,2105 South State Street,Chicago,IL,60616,8079,Tyler Cassidy
3029,0.0,0.669,Steely Dan,90.0,163.0,179.0,53.0,Ravinia Festival,0,200 Ravinia Park Rd,Highland Park,IL,60035,320,Steely Dan
3030,0.0,0.0,St. Paul & The Broken Bones (21+),,,,,Tivoli Theatre,0,5021 Highland Ave,Downers Grove,IL,60515,8609,St. Paul & The Broken Bones
3031,0.0,0.653,Breaking Benjamin with Chevelle,464.0,131.0,115.0,17.0,Hollywood Casino Amphitheatre,0,19100 Ridgeland Avenue,Tinley Park,IL,60477,82,Chevelle
3032,0.0,0.0,Morglbl,,,,,Reggies Music Joint,0,2105 South State Street,Chicago,IL,60616,8079,Morglbl
3033,1.0,0.0,"Summer Nights Outdoor Concert Series - Rocks Off, September 4",,,,,115 Bourbon Street,0,3359 West 115th Street,Merrionette Park,IL,60803,469529,Summer Nights Outdoor Concert Series
3034,0.0,0.735,"Tyler, The Creator with Jaden Smith",287.0,153.0,125.0,68.0,Credit Union 1 Arena,0,525 South Racine,Chicago,IL,60607,1140,"Tyler, The Creator"
3035,0.0,0.526,Barns Courtney with The Hunna,14.0,102.0,71.0,51.0,Park West,0,322 W. Armitage,Chicago,IL,60614,1029,The Hunna
3036,0.0,0.644,Steely Dan,439.0,119.0,119.0,29.0,TaxSlayer Center,0,1201 River Dr.,Moline,IL,61265,95,Steely Dan
3037,0.0,0.0,Kataklysm with Krisiun,13.0,102.0,72.0,66.0,The Forge,0,22 West Cass Street,Joliet,IL,60432,7413,Krisiun
