,address,city,country,event_date,event_name,genre,is_presale,latitude_left,longitude_left,max_tickets,num_markets,onsale_date,postalCode,price_max,price_min,sold_out,state,subgenre,url,venue_name_left,popularity,headliner,support,event_time,id_y,capacity,street,zip,metro_area
6174,100 Twin River Rd,Lincoln,US,2019-09-22 00:00:00+00:00,Boyz II Men,R&B,0,41.892518,-71.437762,,3.0,2019-05-08 17:57:00+00:00,2865,110.0,45.0,0.0,RI,R&B,https://www.ticketmaster.com/boyz-ii-men-lincoln-rhode-island-09-21-2019/event/010056A8A8124479,Twin River Event Center,0.125134,Boyz II Men,,2019-09-21 20:00:00-04:00,931,,1600 Louisquisset Pike,02865,Providence
6175,501 Waterfront Drive,East Providence,US,2019-08-09 02:00:00+00:00,Premium Box Seats: John Fogerty,Other,0,41.814801,-71.388207,2,1.0,2019-04-23 20:22:23+00:00,2914,141.2,141.2,0.0,RI,Other,https://www.ticketmaster.com/premium-box-seats-john-fogerty-east-providence-rhode-island-08-09-2019/event/01005697E625A1A0,Bold Point Park,0.027431,John Fogerty,The Allman Betts Band,2019-08-09 20:00:00-04:00,3559984,,501 Waterfront Drive,02914,Providence
6176,501 Waterfront Drive,East Providence,US,,Premium Box Seats: the Beach Boys,Other,0,41.814801,-71.388207,2,1.0,,2914,141.2,141.2,0.0,RI,Other,https://www.ticketmaster.com/premium-box-seats-the-beach-boys-east-providence-rhode-island-08-16-2019/event/01005697E685A1CE,Bold Point Park,0.0,,,2019-08-31 16:00:00-04:00,3559984,,501 Waterfront Drive,02914,Providence
6177,501 Waterfront Drive,East Providence,US,2019-08-23 23:30:00+00:00,Big Head Todd And The Monsters + Toad The Wet Sprocket,Rock,1,41.814801,-71.388207,,1.0,2019-03-11 14:00:00+00:00,2914,94.5,30.0,0.0,RI,Pop,https://www.ticketmaster.com/big-head-todd-and-the-monsters-east-providence-rhode-island-08-23-2019/event/01005667150E9FDC,Bold Point Park,0.023788,Toad the Wet Sprocket,Big Head Todd & The Monsters,2019-08-23 18:30:00-04:00,3559984,,501 Waterfront Drive,02914,Providence
6178,100 Twin River Rd,Lincoln,US,2019-11-02 00:00:00+00:00,America,Rock,0,41.892518,-71.437762,,3.0,2019-06-22 14:00:00+00:00,2865,75.0,30.0,0.0,RI,Pop,https://www.ticketmaster.com/america-lincoln-rhode-island-11-01-2019/event/010056D2A9EE5D99,Twin River Event Center,0.029976,Loverboy,,2019-10-12 20:00:00-04:00,931,,1600 Louisquisset Pike,02865,Providence
6179,100 Twin River Rd,Lincoln,US,2019-10-11 23:00:00+00:00,The Stylistics,R&B,0,41.892518,-71.437762,,3.0,2019-05-31 21:52:00+00:00,2865,90.0,35.0,0.0,RI,Soul,https://www.ticketmaster.com/the-stylistics-lincoln-rhode-island-10-11-2019/event/010056BFDF4997A2,Twin River Event Center,0.018253,The Stylistics,Harold Melvin's Blue Notes,2019-10-11 19:00:00-04:00,931,,1600 Louisquisset Pike,02865,Providence
6180,501 Waterfront Drive,East Providence,US,2019-08-23 02:00:00+00:00,Premium Box Seats: Big Head Todd & the Monsters +Toad The Wet Sprocket,Other,0,41.814801,-71.388207,2,1.0,2019-04-23 20:33:29+00:00,2914,141.2,141.2,0.0,RI,Other,https://www.ticketmaster.com/premium-box-seats-big-head-todd-east-providence-rhode-island-08-23-2019/event/01005697E893A567,Bold Point Park,0.023788,Toad the Wet Sprocket,Big Head Todd & The Monsters,2019-08-23 18:30:00-04:00,3559984,,501 Waterfront Drive,02914,Providence
6181,100 Twin River Rd,Lincoln,US,2019-09-14 00:00:00+00:00,Gretchen Wilson,Country,0,41.892518,-71.437762,,3.0,2019-05-25 14:00:00+00:00,2865,80.0,35.0,0.0,RI,Country,https://www.ticketmaster.com/gretchen-wilson-lincoln-rhode-island-09-13-2019/event/010056B0869356A2,Twin River Event Center,0.024365,Gretchen Wilson,,2019-09-13 20:00:00-04:00,931,,1600 Louisquisset Pike,02865,Providence
6182,100 Twin River Rd,Lincoln,US,2019-10-27 00:00:00+00:00,Billy Ocean,R&B,0,41.892518,-71.437762,,3.0,2019-06-08 14:00:00+00:00,2865,100.0,35.0,0.0,RI,R&B,https://www.ticketmaster.com/billy-ocean-lincoln-rhode-island-10-26-2019/event/010056BD960E5692,Twin River Event Center,0.029976,Loverboy,,2019-10-12 20:00:00-04:00,931,,1600 Louisquisset Pike,02865,Providence
6183,501 Waterfront Drive,East Providence,US,,"Premium Box Seats : R.I. Reggae Festival feat. UB40, Shaggy & more",Other,0,41.814801,-71.388207,2,1.0,,2914,141.2,141.2,0.0,RI,Other,https://www.ticketmaster.com/premium-box-seats-ri-reggae-festival-east-providence-rhode-island-08-31-2019/event/0100569ACA908474,Bold Point Park,0.136477,Shaggy,,2019-08-31 15:00:00-04:00,3559984,,501 Waterfront Drive,02914,Providence
6184,570 S Maine St,Providence,US,2019-10-04 01:00:00+00:00,this is MINE Only üöø,Medieval/Renaissance,1,41.817466,-71.400319,,2.0,2019-03-31 14:00:00+00:00,2906,6.6,1.1,0.0,RI,Middle Age,https://www.ticketmaster.com/this-is-mine-only-uo-providence-rhode-island-10-03-2019/event/010054F2DF1CD199,Big Daddys,3.5e-05,This Is Falling,Kodiac,2019-08-17 14:00:00-05:00,30984,500.0,3108 Locust,63101,St Louis
6185,570 S Maine St,Providence,US,2019-10-03 17:00:00+00:00,this is MINE Only üöø,Medieval/Renaissance,1,41.817466,-71.400319,,2.0,2018-11-09 21:30:00+00:00,2906,6.6,1.1,0.0,RI,Middle Age,https://www.ticketmaster.com/this-is-mine-only-uo-providence-rhode-island-10-03-2019/event/010054F2DF0DD192,Big Daddys,3.5e-05,This Is Falling,Kodiac,2019-08-17 14:00:00-05:00,30984,500.0,3108 Locust,63101,St Louis
6186,570 S Maine St,Providence,US,2019-10-04 01:00:00+00:00,this is MINE Only üöø,Medieval/Renaissance,0,41.817466,-71.400319,,2.0,2018-11-28 23:00:00+00:00,2906,3.3,0.55,0.0,RI,Middle Age,https://www.ticketmaster.com/this-is-mine-only-uo-providence-rhode-island-10-03-2019/event/010054F2DD79CFF5,Big Daddys,3.5e-05,This Is Falling,Kodiac,2019-08-17 14:00:00-05:00,30984,500.0,3108 Locust,63101,St Louis
6187,570 S Maine St,Providence,US,2019-10-30 23:00:00+00:00,Dog Food Round 2 Tour,Medieval/Renaissance,0,41.817466,-71.400319,6,2.0,2018-01-20 15:00:00+00:00,2906,499.5,49.5,0.0,RI,Middle Age,https://www.ticketmaster.com/dog-food-round-2-tour-providence-rhode-island-10-30-2019/event/0100542BD8C03D56,Big Daddys,0.071681,Dr. Dog,,2019-08-10 20:00:00-07:00,1506,1200.0,318 E. Congress Street,85701,Tucson
6188,570 S Maine St,Providence,US,2020-09-20 23:00:00+00:00,Dog Food Round 2 Tour,Medieval/Renaissance,0,41.817466,-71.400319,6,2.0,2018-01-20 15:00:00+00:00,2906,499.5,49.5,0.0,RI,Middle Age,https://www.ticketmaster.com/dog-food-round-2-tour-providence-rhode-island-09-20-2020/event/0100568BB0DC6853,Big Daddys,0.071681,Dr. Dog,,2019-08-10 20:00:00-07:00,1506,1200.0,318 E. Congress Street,85701,Tucson
6189,570 S Maine St,Providence,US,2020-10-30 23:00:00+00:00,Dog Food Round 2 Tour,Medieval/Renaissance,0,41.817466,-71.400319,6,2.0,2018-01-20 15:00:00+00:00,2906,,,1.0,RI,Middle Age,https://www.ticketmaster.com/dog-food-round-2-tour-providence-rhode-island-10-30-2020/event/01005646B64A52E3,Big Daddys,0.071681,Dr. Dog,,2019-08-10 20:00:00-07:00,1506,1200.0,318 E. Congress Street,85701,Tucson
6190,5001 Coliseum Drive,North Charleston,US,2019-08-08 23:30:00+00:00,KISS: End of the Road World Tour,Rock,1,32.8674834,-80.0212533,,2.0,2018-12-03 15:00:00+00:00,29418,1020.0,29.5,0.0,SC,Pop,https://www.ticketmaster.com/kiss-end-of-the-road-world-north-charleston-south-carolina-08-08-2019/event/2D00557011C0C035,North Charleston Coliseum,0.193198,Kiss,,2019-08-08 19:30:00-04:00,14176,35307.0,5001 Coliseum Dr.,29418,Columbia
6191,650 North Academy Street,Greenville,US,2019-09-27 23:00:00+00:00,Nickelodeon's JoJo Siwa D.R.E.A.M. The Tour,Pop,1,34.8573121,-82.3970138,,2.0,2019-06-14 14:00:00+00:00,29601,66.5,36.5,0.0,SC,Pop,https://www.ticketmaster.com/nickelodeons-jojo-siwa-dream-the-tour-greenville-south-carolina-09-27-2019/event/2D0056B795543F9A,Bon Secours Wellness Arena ,0.003927,JoJo Siwa,The Belles Official,2019-09-27 18:00:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6192,801 Lincoln St.,Columbia,US,2019-09-13 23:30:00+00:00,Hootie & The Blowfish: Group Therapy Tour,Rock,1,33.9942619,-81.03610400000002,,1.0,2018-12-07 15:00:00+00:00,29208,149.5,49.5,0.0,SC,Pop,https://www.ticketmaster.com/hootie-the-blowfish-group-therapy-tour-columbia-south-carolina-09-13-2019/event/2D00557DDC367DAB,Colonial Life Arena,0.084489,Hootie & the Blowfish,Barenaked Ladies,2019-09-11 19:30:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6193,650 North Academy Street,Greenville,US,2019-10-12 00:00:00+00:00,Twenty One Pilots - The Bandito Tour,Rock,1,34.8573121,-82.3970138,4,2.0,2019-07-19 14:00:00+00:00,29601,76.5,36.5,0.0,SC,Pop,https://www.ticketmaster.com/twenty-one-pilots-the-bandito-tour-greenville-south-carolina-10-11-2019/event/2D0056E9AAFE3BA2,Bon Secours Wellness Arena ,0.363619,Twenty One Pilots,,2019-10-11 19:00:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6194,801 Lincoln St.,Columbia,US,2019-09-12 23:30:00+00:00,Hootie & The Blowfish: Group Therapy Tour,Rock,1,33.9942619,-81.03610400000002,4,1.0,2018-12-14 15:00:00+00:00,29208,149.5,29.5,0.0,SC,Pop,https://www.ticketmaster.com/hootie-the-blowfish-group-therapy-tour-columbia-south-carolina-09-12-2019/event/2D005583CB349A74,Colonial Life Arena,0.084489,Hootie & the Blowfish,Barenaked Ladies,2019-09-11 19:30:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6195,1990 Daniel Island Drive,Charleston,US,2019-09-20 00:30:00+00:00,Daryl Hall & John Oates,Rock,1,32.87036,-79.91982900000002,8,1.0,2019-04-26 14:00:00+00:00,29492,122.5,32.5,0.0,SC,Pop,https://www.ticketmaster.com/daryl-hall-john-oates-charleston-south-carolina-09-19-2019/event/2D0056911740A226,MUSC Health Stadium,0.128118,Daryl Hall & John Oates,Daryl Hall,2019-09-19 19:30:00-04:00,3174084,,1990 Daniel Island Dr,29492,Columbia
6196,801 Lincoln St.,Columbia,US,2019-12-04 00:30:00+00:00,Ariana Grande: Sweetener World Tour,Rock,1,33.9942619,-81.03610400000002,,1.0,2019-07-01 14:00:00+00:00,29208,279.95,49.95,0.0,SC,Pop,https://www.ticketmaster.com/ariana-grande-sweetener-world-tour-columbia-south-carolina-12-03-2019/event/2D0056D42DE4B9B4,Colonial Life Arena,0.474684,Ariana Grande,Social House,2019-12-03 19:30:00-05:00,30486,,801 Lincoln St.,29201,Columbia
6197,801 Lincoln St.,Columbia,US,2019-09-11 23:30:00+00:00,Hootie & The Blowfish: Group Therapy Tour,Rock,1,33.9942619,-81.03610400000002,4,1.0,2019-03-01 15:00:00+00:00,29208,149.5,29.5,0.0,SC,Pop,https://www.ticketmaster.com/hootie-the-blowfish-group-therapy-tour-columbia-south-carolina-09-11-2019/event/2D005638F3B08B38,Colonial Life Arena,0.084489,Hootie & the Blowfish,Barenaked Ladies,2019-09-11 19:30:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6198,650 North Academy Street,Greenville,US,2019-11-21 00:30:00+00:00,The 1975,Rock,1,34.8573121,-82.3970138,,2.0,2019-07-18 14:00:00+00:00,29601,66.5,36.5,0.0,SC,Pop,https://www.ticketmaster.com/the-1975-greenville-south-carolina-11-20-2019/event/2D0056E8DFFC8BDE,Bon Secours Wellness Arena ,0.21754,The 1975,,,1490,,650 N. Academy St.,29601,Charlotte
6199,161 Seven Farms Drive,Charleston,US,2019-08-20 23:00:00+00:00,Why Don't We with special guest: EBEN,Pop,0,32.861482,-79.90165,,2.0,2019-02-23 15:00:00+00:00,29492,65.5,35.5,0.0,SC,Pop,https://www.ticketmaster.com/why-dont-we-with-special-guest-charleston-south-carolina-08-20-2019/event/2D0056518B7F1A82,Volvo Car Stadium ,0.02449,Why Don't We,Eben (Pop),2019-08-20 19:00:00-04:00,3766184,,161 Seven Farms Drive,29492,Columbia
6200,861 SE Main St,Simpsonville,US,2019-09-29 00:45:00+00:00,A Day To Remember,Rock,1,34.7114625,-82.2344805,,1.0,2019-07-12 14:00:00+00:00,29681,65.0,27.5,0.0,SC,Pop,https://www.ticketmaster.com/a-day-to-remember-simpsonville-south-carolina-09-28-2019/event/2D0056E8D1ED7350,CCNB Amphitheatre at Heritage Park,0.043894999999999997,Peter Frampton,Jason Bonham's Led Zeppelin Evening,2019-09-10 19:30:00-04:00,3639194,,861 SE Main St,29681,Columbia
6201,801 Lincoln St.,Columbia,US,2019-10-18 23:30:00+00:00,MercyMe Imagine Nation Tour,Rock,1,33.9942619,-81.03610400000002,8,1.0,2019-05-17 14:00:00+00:00,29208,153.0,26.75,0.0,SC,Pop,https://www.ticketmaster.com/mercyme-imagine-nation-tour-columbia-south-carolina-10-18-2019/event/2D0056A8EAFF7365,Colonial Life Arena,0.35339299999999996,Trey Songz,,2019-09-21 20:00:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6202,861 SE Main St,Simpsonville,US,2019-09-11 01:30:00+00:00,Peter Frampton FINALE - The Farewell Tour,Rock,1,34.7114625,-82.2344805,,1.0,2019-03-01 15:00:00+00:00,29681,275.0,29.5,0.0,SC,Pop,https://www.ticketmaster.com/peter-frampton-finale-the-farewell-tour-simpsonville-south-carolina-09-10-2019/event/2D005655AF783019,CCNB Amphitheatre at Heritage Park,0.043894999999999997,Peter Frampton,Jason Bonham's Led Zeppelin Evening,2019-09-10 19:30:00-04:00,3639194,,861 SE Main St,29681,Columbia
6203,650 North Academy Street,Greenville,US,2019-11-24 23:00:00+00:00,for KING & COUNTRY's burn the ships - world tour,Rock,1,34.8573121,-82.3970138,,2.0,2019-06-07 14:00:00+00:00,29601,200.0,20.0,0.0,SC,Pop,https://www.ticketmaster.com/for-king-countrys-burn-the-ships-greenville-south-carolina-11-24-2019/event/2D0056B682F03CED,Bon Secours Wellness Arena ,0.024723,For King and Country,,2019-11-24 18:00:00-05:00,1490,,650 N. Academy St.,29601,Charlotte
6204,161 Seven Farms Drive,Charleston,US,2019-10-09 22:30:00+00:00,ZZ Top - 50th Anniversary Tour,Rock,1,32.861482,-79.90165,,2.0,2019-04-12 14:00:00+00:00,29492,,,1.0,SC,Pop,https://www.ticketmaster.com/zz-top-50th-anniversary-tour-charleston-south-carolina-10-09-2019/event/2D005684D9F9738B,Volvo Car Stadium ,0.02449,Why Don't We,Eben (Pop),2019-08-20 19:00:00-04:00,3766184,,161 Seven Farms Drive,29492,Columbia
6205,861 SE Main St,Simpsonville,US,2019-08-18 01:30:00+00:00,Ted Nugent: The Music Made Me Do It Again,Rock,1,34.7114625,-82.2344805,,1.0,2019-04-05 14:00:00+00:00,29681,,,1.0,SC,Pop,https://www.ticketmaster.com/ted-nugent-the-music-made-me-simpsonville-south-carolina-08-17-2019/event/2D00567DB7454DA7,CCNB Amphitheatre at Heritage Park,0.043934,Ted Nugent,,2019-08-17 19:30:00-04:00,3639194,,861 SE Main St,29681,Columbia
6206,5001 Coliseum Drive,North Charleston,US,2019-11-15 00:30:00+00:00,Alice Cooper,Rock,1,32.8674834,-80.0212533,,2.0,2019-06-07 14:00:00+00:00,29418,74.0,48.5,0.0,SC,Pop,https://www.ticketmaster.com/alice-cooper-north-charleston-south-carolina-11-14-2019/event/2D0056B7C0C06020,North Charleston Performing Arts Center,0.11774200000000001,Alice Cooper,,2019-11-14 19:30:00-05:00,215953,,5001 Coliseum Dr.,29418,Columbia
6207,650 North Academy Street,Greenville,US,2019-11-01 23:00:00+00:00,Chris Stapleton's All American Road Show,Country,1,34.8573121,-82.3970138,4,2.0,2019-02-01 15:00:00+00:00,29601,89.75,39.75,0.0,SC,Country,https://www.ticketmaster.com/chris-stapletons-all-american-road-show-greenville-south-carolina-11-01-2019/event/2D005636F0127CA5,Bon Secours Wellness Arena ,0.067656,Chris Stapleton,Brothers Osborne,2019-11-01 19:00:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6208,1703 Taylor Street,Columbia,US,2019-08-20 23:30:00+00:00,The Raconteurs,Rock,1,34.0092729,-81.0277703,4,2.0,2019-04-12 14:00:00+00:00,29201,,,1.0,SC,Alternative Rock,https://www.ticketmaster.com/the-raconteurs-columbia-south-carolina-08-20-2019/event/2D0056840A27AE08,Township Auditorium,0.100277,The Raconteurs,,2019-08-20 19:30:00-04:00,3206,,1703 Taylor Street,29201,Columbia
6209,1703 Taylor Street,Columbia,US,2019-10-06 23:30:00+00:00,Styx,Rock,1,34.0092729,-81.0277703,8,2.0,2019-06-21 14:00:00+00:00,29201,67.5,38.5,0.0,SC,Pop,https://www.ticketmaster.com/styx-columbia-south-carolina-10-06-2019/event/2D0056CEAE2D39DB,Township Auditorium,0.08215499999999999,Styx,,2019-10-06 18:30:00-04:00,3206,,1703 Taylor Street,29201,Columbia
6210,5001 Coliseum Drive,North Charleston,US,2019-10-04 23:30:00+00:00,Gov't Mule,Rock,1,32.8674834,-80.0212533,,2.0,2019-07-26 14:00:00+00:00,29418,42.5,36.5,0.0,SC,Pop,https://www.ticketmaster.com/govt-mule-north-charleston-south-carolina-10-04-2019/event/2D0056F6D81F6FC8,North Charleston Performing Arts Center,0.020841,Gov't Mule,,,215953,,5001 Coliseum Dr.,29418,Columbia
6211,5001 Coliseum Drive,North Charleston,US,2019-08-23 23:30:00+00:00,Alan Jackson: Honky Tonk Highway Tour,Country,1,32.8674834,-80.0212533,,2.0,2017-12-01 15:00:00+00:00,29418,599.0,38.99,0.0,SC,Country,https://www.ticketmaster.com/alan-jackson-honky-tonk-highway-tour-north-charleston-south-carolina-08-23-2019/event/0E005373C98227C7,North Charleston Coliseum,0.083231,Alan Jackson,Randy Houser,2019-08-23 19:30:00-04:00,14176,35307.0,5001 Coliseum Dr.,29418,Columbia
6212,801 Lincoln St.,Columbia,US,2019-09-29 23:00:00+00:00,Carrie Underwood: The Cry Pretty Tour 360,Country,1,33.9942619,-81.03610400000002,8,1.0,2018-08-17 14:00:00+00:00,29208,96.0,46.0,0.0,SC,Country,https://www.ticketmaster.com/carrie-underwood-the-cry-pretty-tour-columbia-south-carolina-09-29-2019/event/2D00550316B6B400,Colonial Life Arena,0.216022,Carrie Underwood,Maddie and Tae,2019-09-29 19:00:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6213,650 North Academy Street,Greenville,US,2019-10-03 23:00:00+00:00,Thomas Rhett: Very Hot Summer Tour 2019,Country,1,34.8573121,-82.3970138,4,2.0,2018-12-07 15:00:00+00:00,29601,93.25,33.25,0.0,SC,Country,https://www.ticketmaster.com/thomas-rhett-very-hot-summer-tour-greenville-south-carolina-10-03-2019/event/2D00557C9D1B2531,Bon Secours Wellness Arena ,0.091308,Thomas Rhett,Dustin Lynch,2019-10-03 19:00:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6214,5001 Coliseum Drive,North Charleston,US,2019-10-17 23:00:00+00:00,Chris Stapleton's All American Road Show,Country,1,32.8674834,-80.0212533,,2.0,2019-02-01 15:00:00+00:00,29418,89.75,39.75,0.0,SC,Country,https://www.ticketmaster.com/chris-stapletons-all-american-road-show-north-charleston-south-carolina-10-17-2019/event/2D00563632AFA265,North Charleston Coliseum,0.067656,Chris Stapleton,Brothers Osborne,2019-10-17 19:00:00-04:00,14176,35307.0,5001 Coliseum Dr.,29418,Columbia
6215,650 North Academy Street,Greenville,US,2019-08-16 23:30:00+00:00,Willie Nelson & Family And Alison Krauss,Country,1,34.8573121,-82.3970138,4,2.0,2019-04-12 14:00:00+00:00,29601,,,1.0,SC,Country,https://www.ticketmaster.com/willie-nelson-family-and-alison-krauss-greenville-south-carolina-08-16-2019/event/2D00567B85D51AC6,Bon Secours Wellness Arena ,0.10990899999999999,Willie Nelson,,2019-08-16 19:30:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6216,801 Lincoln St.,Columbia,US,2019-09-22 00:00:00+00:00,Trey Songz,R&B,1,33.9942619,-81.03610400000002,,1.0,2019-07-12 14:00:00+00:00,29208,163.0,53.0,0.0,SC,R&B,https://www.ticketmaster.com/trey-songz-columbia-south-carolina-09-21-2019/event/2D0056E9C57D50E8,Colonial Life Arena,0.35339299999999996,Trey Songz,,2019-09-21 20:00:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6217,161 Seven Farms Drive,Charleston,US,2019-09-21 00:00:00+00:00,"Kacey Musgraves: Oh, What a World: Tour II",Country,1,32.861482,-79.90165,,2.0,2019-02-08 15:00:00+00:00,29492,51.0,21.0,0.0,SC,Country,https://www.ticketmaster.com/kacey-musgraves-oh-what-a-world-charleston-south-carolina-09-20-2019/event/2D00563EA93D46B4,Volvo Car Stadium ,0.02449,Why Don't We,Eben (Pop),2019-08-20 19:00:00-04:00,3766184,,161 Seven Farms Drive,29492,Columbia
6218,3300 West Radio Drive,Florence,US,2019-08-12 23:30:00+00:00,Willie Nelson & Family And Alison Krauss,Country,1,34.185189,-79.837325,4,2.0,2019-04-12 14:00:00+00:00,29501,,,1.0,SC,Country,https://www.ticketmaster.com/willie-nelson-family-and-alison-krauss-florence-south-carolina-08-12-2019/event/2D0056839CE21FC8,Florence Center,0.10990899999999999,Willie Nelson,,2019-08-12 19:30:00-04:00,3767419,,3300 West Radio Drive,29501,Columbia
6219,650 North Academy Street,Greenville,US,2019-09-24 23:30:00+00:00,93.3 The Planet Presents Disturbed: Evolution Tour,Metal,1,34.8573121,-82.3970138,,2.0,2019-03-29 14:00:00+00:00,29601,,,1.0,SC,Nu-Metal,https://www.ticketmaster.com/933-the-planet-presents-disturbed-evolution-greenville-south-carolina-09-24-2019/event/2D005672E39E7B11,Bon Secours Wellness Arena ,0.187664,Disturbed,In This Moment,2019-09-24 19:30:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6220,801 Lincoln St.,Columbia,US,2019-11-09 00:00:00+00:00,Miranda Lambert: Roadside Bars and Pink Guitars Tour,Country,1,33.9942619,-81.03610400000002,6,1.0,2019-04-12 14:00:00+00:00,29208,,,1.0,SC,Country,https://www.ticketmaster.com/miranda-lambert-roadside-bars-and-pink-columbia-south-carolina-11-08-2019/event/2D005684F2CD9105,Colonial Life Arena,0.138219,Miranda Lambert,Maren Morris,2019-11-08 19:00:00-05:00,30486,,801 Lincoln St.,29201,Columbia
6221,801 Lincoln St.,Columbia,US,2019-10-03 23:00:00+00:00,Alabama,Country,1,33.9942619,-81.03610400000002,,1.0,2019-03-29 14:00:00+00:00,29208,,,1.0,SC,Country,https://www.ticketmaster.com/alabama-columbia-south-carolina-10-03-2019/event/2D005672E7917F31,Colonial Life Arena,0.042383,Alabama,The Charlie Daniels Band,2019-10-03 19:00:00-04:00,30486,,801 Lincoln St.,29201,Columbia
6222,650 North Academy Street,Greenville,US,2019-11-01 00:00:00+00:00,The Avett Brothers,Country,1,34.8573121,-82.3970138,8,2.0,2019-06-28 14:00:00+00:00,29601,72.0,52.0,0.0,SC,Country,https://www.ticketmaster.com/the-avett-brothers-greenville-south-carolina-10-31-2019/event/2D0056D2870726DD,Bon Secours Wellness Arena ,0.11485,The Avett Brothers,,2019-10-31 20:00:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
6223,650 North Academy Street,Greenville,US,2019-11-20 01:00:00+00:00,Joe Bonamassa,Blues,1,34.8573121,-82.3970138,,2.0,2019-04-26 14:00:00+00:00,29601,149.0,69.0,0.0,SC,Blues,https://www.ticketmaster.com/joe-bonamassa-greenville-south-carolina-11-19-2019/event/2D00568BDC0B811E,Bon Secours Wellness Arena ,0.041194999999999996,Joe Bonamassa,,2019-11-19 20:00:00-05:00,1490,,650 N. Academy St.,29601,Charlotte
6224,801 Lincoln St.,Columbia,US,2019-11-20 23:30:00+00:00,Five Finger Death Punch,Metal,1,33.9942619,-81.03610400000002,8,1.0,2019-07-26 14:00:00+00:00,29208,79.5,39.5,0.0,SC,Nu-Metal,https://www.ticketmaster.com/five-finger-death-punch-columbia-south-carolina-11-20-2019/event/2D0056F2E5FB7CED,Colonial Life Arena,0.190899,Five Finger Death Punch,Three Days Grace,2019-11-20 18:30:00-05:00,30486,,801 Lincoln St.,29201,Columbia
6225,5001 Coliseum Drive,North Charleston,US,2019-11-30 23:30:00+00:00,Five Finger Death Punch,Metal,1,32.8674834,-80.0212533,,2.0,2019-07-26 14:00:00+00:00,29418,89.5,39.5,0.0,SC,Nu-Metal,https://www.ticketmaster.com/five-finger-death-punch-north-charleston-south-carolina-11-30-2019/event/2D0056F23EACB8DF,North Charleston Coliseum,0.190899,Five Finger Death Punch,Three Days Grace,2019-11-30 18:30:00-05:00,14176,35307.0,5001 Coliseum Dr.,29418,Columbia
6226,385 North Church Street,Spartanburg,US,2019-12-08 01:00:00+00:00,Home Free,Country,1,34.956718,-81.935307,,2.0,2019-08-02 14:00:00+00:00,29304,46.5,16.5,0.0,SC,Country,https://www.ticketmaster.com/home-free-spartanburg-south-carolina-12-07-2019/event/2D0056F793FF311C,Spartanburg Memorial Auditorium,0.005446,Home Free,,2019-12-07 20:00:00-05:00,17289,,385 North Church Street,29304,Charlotte
6227,3027 Martin Luther King Jr. Blvd. (formerly Mall Road),Anderson,US,2019-09-20 23:00:00+00:00,Travis Tritt,Country,1,34.5034394,-82.6501332,,2.0,2019-05-12 14:00:00+00:00,29625,40.0,28.0,0.0,SC,Country,https://www.ticketmaster.com/travis-tritt-anderson-south-carolina-09-20-2019/event/2D0056A2DE7D98D0,William A Floyd Amphitheater,0.028863,Travis Tritt,,2019-09-20 19:00:00-04:00,2469,,"3027 Martin Luther King, Jr. Blvd.",29625,Augusta
6228,3300 West Radio Drive,Florence,US,2019-08-11 01:30:00+00:00,Hip Hop Street Legends Tour,Hip-Hop/Rap,0,34.185189,-79.837325,,2.0,2019-06-07 14:00:00+00:00,29501,125.0,45.0,0.0,SC,French Rap,https://www.ticketmaster.com/hip-hop-street-legends-tour-florence-south-carolina-08-10-2019/event/2D0056C4A3FA34C2,Florence Center,4e-06,Neave Trio,,,840686,,715 Quince Street,97439,Florence
6229,1703 Taylor Street,Columbia,US,2019-08-25 00:00:00+00:00,Summer Groove Fest,R&B,0,34.0092729,-81.0277703,,2.0,2019-04-19 14:00:00+00:00,29201,125.0,49.0,0.0,SC,R&B,https://www.ticketmaster.com/summer-groove-fest-columbia-south-carolina-08-24-2019/event/2D005683907C1C10,Township Auditorium,0.08215499999999999,Styx,,2019-10-06 18:30:00-04:00,3206,,1703 Taylor Street,29201,Columbia
6230,650 North Academy Street,Greenville,US,2019-09-09 00:00:00+00:00,Judah & the Lion: Pep Talks World Wide Tour 2019,Folk,1,34.8573121,-82.3970138,8,2.0,2019-03-08 15:00:00+00:00,29601,42.0,22.0,0.0,SC,Indie Folk,https://www.ticketmaster.com/judah-the-lion-pep-talks-world-greenville-south-carolina-09-08-2019/event/2D00565BD7977CC0,Bon Secours Wellness Arena ,0.01889,Judah & the Lion,,2019-09-08 20:00:00-04:00,1490,,650 N. Academy St.,29601,Charlotte
