,links,metro_code,postal_code,timezone,has_upcoming_events,id,city,stats,extended_address,display_location,state,score,location,access_method,num_upcoming_events,address,capacity,slug,name,url,country,popularity,name_v2,tm_venue
751,[],504,18101,America/New_York,True,3613,Allentown,{'event_count': 13},"Allentown, PA 18101","Allentown, PA",PA,0.49107146,"{'lat': 40.6037, 'lon': -75.47}",,13,23 North 6th Street,1200,miller-symphony-hall-allentown,Miller Symphony Hall Allentown,https://seatgeek.com/venues/miller-symphony-hall-allentown/tickets,US,0,Miller Symphony Hall Allentown,Miller Symphony Hall
752,[],566,17101,America/New_York,True,879,Harrisburg,{'event_count': 10},"Harrisburg, PA 17101","Harrisburg, PA",PA,0.47418022,"{'lat': 40.26, 'lon': -76.88}",,10,222 Market St,700,whitaker-center,Whitaker Center,https://seatgeek.com/venues/whitaker-center/tickets,US,0,Whitaker Center,Whitaker Center
753,[],504,19125,America/New_York,True,69890,Philadelphia,{'event_count': 2},"Philadelphia, PA 19125","Philadelphia, PA",PA,0.51685035,"{'lat': 39.9638, 'lon': -75.1325}",,2,1001 North Delaware Avenue,0,sugarhouse-casino,SugarHouse Casino,https://seatgeek.com/venues/sugarhouse-casino/tickets,US,0,SugarHouse Casino,SugarHouse Casino
754,[],508,15201,,False,472466,Pittsburgh,{'event_count': 0},"Pittsburgh, PA 15201","Pittsburgh, PA",PA,0.0,"{'lat': 40.4786, 'lon': -79.9566}",,0,242 51st Street,0,spirit-hall,Spirit Hall,https://seatgeek.com/venues/spirit-hall/tickets,US,0,Spirit Hall,Spirit Hall
755,[],504,19601,America/New_York,True,431900,Reading,{'event_count': 3},"Reading, PA 19601","Reading, PA",PA,0.0,"{'lat': 40.3355, 'lon': -75.9233}",,3,701 Penn St,0,double-tree-hotel-11,Double Tree Hotel,https://seatgeek.com/venues/double-tree-hotel-11/tickets,US,0,Double Tree Hotel,Double Tree Hotel
756,[],577,18701,America/New_York,False,129624,Wilkes Barre,{'event_count': 0},"Wilkes Barre, PA 18701","Wilkes Barre, PA",PA,0.0,"{'lat': 41.2421, 'lon': -75.8895}",,0,219 S Main St,0,ali-baba-lounge,Ali Baba Lounge,https://seatgeek.com/venues/ali-baba-lounge/tickets,US,0,Ali Baba Lounge,Ali Baba Lounge
757,[],566,,,False,229963,Hershey,{'event_count': 0},"Hershey, PA ","Hershey, PA",PA,0.0,"{'lat': 40.2701, 'lon': -76.6743}",,0,,0,hershey-lodge-convention-center,Hershey Lodge & Convention Center,https://seatgeek.com/venues/hershey-lodge-convention-center/tickets,US,0,Hershey Lodge & Convention Center,Hershey Lodge
758,[],508,15203,America/New_York,True,1689,Pittsburgh,{'event_count': 38},"Pittsburgh, PA 15203","Pittsburgh, PA",PA,0.36183974,"{'lat': 40.429, 'lon': -79.9865}",,38,56 S 12th Street,0,club-cafe,Club Cafe,https://seatgeek.com/venues/club-cafe/tickets,US,0,Club Cafe,Club Cafe
759,[],504,19602,America/New_York,True,5463,Reading,{'event_count': 2},"Reading, PA 19602","Reading, PA",PA,0.40203816,"{'lat': 40.335, 'lon': -75.9234}",,2,700 Penn St,0,berks-jazz-fest,Berks Jazz Fest,https://seatgeek.com/venues/berks-jazz-fest/tickets,US,0,Berks Jazz Fest,Berks Jazz Fest
760,[],508,15203,America/New_York,True,4770,Pittsburgh,{'event_count': 14},"Pittsburgh, PA 15203","Pittsburgh, PA",PA,0.3684474,"{'lat': 40.4286, 'lon': -79.9849}",,14,1306 E Carson St,0,the-smiling-moose,The Smiling Moose,https://seatgeek.com/venues/the-smiling-moose/tickets,US,0,The Smiling Moose,Smiling Moose
761,[],508,15201,America/New_York,True,440193,Pittsburgh,{'event_count': 2},"Pittsburgh, PA 15201","Pittsburgh, PA",PA,0.0,"{'lat': 40.4786, 'lon': -79.9566}",,2,242 51st Street,0,spirit-lodge,Spirit Lodge,https://seatgeek.com/venues/spirit-lodge/tickets,US,0,Spirit Lodge,Spirit Lodge
762,[],566,17603,America/New_York,True,7732,Lancaster,{'event_count': 3},"Lancaster, PA 17603","Lancaster, PA",PA,0.0,"{'lat': 40.0415, 'lon': -76.309}",,3,223 North Water Street,0,the-lizard-lounge,The Lizard Lounge,https://seatgeek.com/venues/the-lizard-lounge/tickets,US,0,The Lizard Lounge,Lizard Lounge
763,[],504,19038,America/New_York,True,689,Glenside,{'event_count': 60},"Glenside, PA 19038","Glenside, PA",PA,0.54776305,"{'lat': 40.1063, 'lon': -75.1472}",,60,291 N Keswick Ave.,1300,keswick-theatre,Keswick Theatre,https://seatgeek.com/venues/keswick-theatre/tickets,US,0,Keswick Theatre,Keswick Theatre
764,[],508,15021,America/New_York,True,1437,Burgettstown,{'event_count': 1},"Burgettstown, PA 15021","Burgettstown, PA",PA,0.49792492,"{'lat': 40.418, 'lon': -80.4226}",,1,565 RT 18,0,pepsi-cola-roadhouse,Pepsi Cola Roadhouse,https://seatgeek.com/venues/pepsi-cola-roadhouse/tickets,US,0,Pepsi Cola Roadhouse,Pepsi Cola Roadhouse
765,[],521,02903,America/New_York,True,805,Providence,{'event_count': 74},"Providence, RI 02903","Providence, RI",RI,0.61380917,"{'lat': 41.8236, 'lon': -71.418}",,74,1 Lasalle Square,14000,dunkin-donuts-center,Dunkin Donuts Center,https://seatgeek.com/venues/dunkin-donuts-center/tickets,US,0,Dunkin Donuts Center,Dunkin' Donuts Center
766,[],521,02865,America/New_York,True,313,Lincoln,{'event_count': 9},"Lincoln, RI 02865","Lincoln, RI",RI,0.534562,"{'lat': 41.8881, 'lon': -71.4488}",,9,100 Twin River Road,3000,twin-river-event-center,Twin River Event Center,https://seatgeek.com/venues/twin-river-event-center/tickets,US,0,Twin River Event Center,Twin River Event Center
767,[],521,02909,America/New_York,True,17072,Providence,{'event_count': 8},"Providence, RI 02909","Providence, RI",RI,0.42236066,"{'lat': 41.8161, 'lon': -71.4436}",,8,103 Dike Street,930,fete-music-hall-2,Fete Music Hall,https://seatgeek.com/venues/fete-music-hall-2/tickets,US,0,Fete Music Hall,Fete Music Hall
768,[],521,02906,America/New_York,False,47987,Providence,{'event_count': 0},"Providence, RI 02906","Providence, RI",RI,0.0,"{'lat': 41.8172, 'lon': -71.4003}",,0,570 S Maine St,0,big-daddys,Big Daddys,https://seatgeek.com/venues/big-daddys/tickets,US,0,Big Daddys,Big Daddys
769,[],546,29208,America/New_York,True,1429,Columbia,{'event_count': 41},"Columbia, SC 29208","Columbia, SC",SC,0.6584197,"{'lat': 33.9947, 'lon': -81.037}",,41,801 Lincoln Street,19000,colonial-life-arena,Colonial Life Arena,https://seatgeek.com/venues/colonial-life-arena/tickets,US,0,Colonial Life Arena,Colonial Life Arena
770,[],567,29601,America/New_York,True,111,Greenville,{'event_count': 66},"Greenville, SC 29601","Greenville, SC",SC,0.6873564,"{'lat': 34.8537, 'lon': -82.3916}",,66,650 North Academy Street,15951,bon-secours-wellness-arena,Bon Secours Wellness Arena,https://seatgeek.com/venues/bon-secours-wellness-arena/tickets,US,0,Bon Secours Wellness Arena,Bon Secours Wellness Arena 
771,[],519,29418,America/New_York,True,355,North Charleston,{'event_count': 51},"North Charleston, SC 29418","North Charleston, SC",SC,0.6821145,"{'lat': 32.8669, 'lon': -80.0213}",,51,5001 Coliseum Drive,14000,north-charleston-coliseum,North Charleston Coliseum,https://seatgeek.com/venues/north-charleston-coliseum/tickets,US,0,North Charleston Coliseum,North Charleston Coliseum
772,[],570,29582,America/New_York,True,296,North Myrtle Beach,{'event_count': 20},"North Myrtle Beach, SC 29582","North Myrtle Beach, SC",SC,0.5025339,"{'lat': 33.8009, 'lon': -78.7402}",,20,4640 Highway 17 South,2000,house-of-blues-myrtle-beach,House of Blues - Myrtle Beach,https://seatgeek.com/venues/house-of-blues-myrtle-beach/tickets,US,0,House of Blues - Myrtle Beach,House of Blues Myrtle Beach presented by Cricket Wireless
773,[],546,29201,America/New_York,True,2506,Columbia,{'event_count': 15},"Columbia, SC 29201","Columbia, SC",SC,0.58844864,"{'lat': 34.0092, 'lon': -81.0277}",,15,1703 Taylor Street,3500,township-auditorium,Township Auditorium,https://seatgeek.com/venues/township-auditorium/tickets,US,0,Township Auditorium,Township Auditorium
774,[],519,29418,America/New_York,True,662,North Charleston,{'event_count': 60},"North Charleston, SC 29418","North Charleston, SC",SC,0.5769168,"{'lat': 32.8767, 'lon': -80.0093}",,60,5001 Coliseum Drive,2260,north-charleston-performing-arts-center,North Charleston Performing Arts Center,https://seatgeek.com/venues/north-charleston-performing-arts-center/tickets,US,0,North Charleston Performing Arts Center,North Charleston Performing Arts Center
775,[],519,29492,America/New_York,True,791,Charleston,{'event_count': 16},"Charleston, SC 29492","Charleston, SC",SC,0.64967656,"{'lat': 32.8621, 'lon': -79.9021}",,16,161 7 Farms Drive,10200,volvo-car-stadium,Volvo Car Stadium,https://seatgeek.com/venues/volvo-car-stadium/tickets,US,0,Volvo Car Stadium,Volvo Car Stadium 
776,[],567,29303,America/New_York,True,4119,Spartanburg,{'event_count': 6},"Spartanburg, SC 29303","Spartanburg, SC",SC,0.5159122,"{'lat': 34.9567, 'lon': -81.9353}",,6,385 North Church Street,3217,spartanburg-memorial-auditorium,Spartanburg Memorial Auditorium,https://seatgeek.com/venues/spartanburg-memorial-auditorium/tickets,US,0,Spartanburg Memorial Auditorium,Spartanburg Memorial Auditorium
777,[],567,,America/New_York,False,126170,Seneca,{'event_count': 0},"Seneca, SC ","Seneca, SC",SC,0.0,"{'lat': 34.6861, 'lon': -82.8618}",,0,726 Queens Park Loop,0,clemson-university-4,Clemson University,https://seatgeek.com/venues/clemson-university-4/tickets,US,0,Clemson University,Clemson University
778,[],725,57104,America/Chicago,True,60477,Sioux Falls,{'event_count': 61},"Sioux Falls, SD 57104","Sioux Falls, SD",SD,0.7038334,"{'lat': 43.5635, 'lon': -96.747}",,61,1201 North West Avenue,12500,denny-sanford-premier-center,Denny Sanford Premier Center,https://seatgeek.com/venues/denny-sanford-premier-center/tickets,US,0,Denny Sanford Premier Center,Denny Sanford PREMIER Center
779,[],725,57006,America/Chicago,True,1510,Brookings,{'event_count': 3},"Brookings, SD 57006","Brookings, SD",SD,0.6047522,"{'lat': 44.3114, 'lon': -96.7984}",,3,824 32nd Avenue,6500,swiftel-center,Swiftel Center,https://seatgeek.com/venues/swiftel-center/tickets,US,0,Swiftel Center,Swiftel Center
780,[],764,57732,America/Denver,True,5756,Deadwood,{'event_count': 15},"Deadwood, SD 57732","Deadwood, SD",SD,0.49602428,"{'lat': 44.3764, 'lon': -103.73}",,15,1906 Deadwood Mountain Drive,2500,deadwood-mountain-grand,Deadwood Mountain Grand,https://seatgeek.com/venues/deadwood-mountain-grand/tickets,US,0,Deadwood Mountain Grand,Deadwood Mountain Grand
781,[],725,57107,America/Chicago,True,55377,Sioux Falls,{'event_count': 18},"Sioux Falls, SD 57107","Sioux Falls, SD",SD,0.6016104,"{'lat': 43.5916, 'lon': -96.7548}",,18,2210 W Pentagon Place,3250,sanford-pentagon,Sanford Pentagon,https://seatgeek.com/venues/sanford-pentagon/tickets,US,0,Sanford Pentagon,Sanford Pentagon
782,[],659,37203,America/Chicago,True,2195,Nashville,{'event_count': 88},"Nashville, TN 37203","Nashville, TN",TN,0.78222275,"{'lat': 36.1601, 'lon': -86.7791}","{'employee_only': False, 'created_at': '2015-07-07T00:00:00Z', 'method': 'QRCODE_TM'}",88,501 Broadway,19712,bridgestone-arena,Bridgestone Arena,https://seatgeek.com/venues/bridgestone-arena/tickets,US,0,Bridgestone Arena,Bridgestone Arena
783,[],557,37902,America/New_York,True,615,Knoxville,{'event_count': 66},"Knoxville, TN 37902","Knoxville, TN",TN,0.54479676,"{'lat': 35.9642, 'lon': -83.9174}",,66,604 S. Gay Street,2000,tennessee-theatre,Tennessee Theatre,https://seatgeek.com/venues/tennessee-theatre/tickets,US,0,Tennessee Theatre,Tennessee Theatre
784,[],557,37996,America/New_York,True,2757,Knoxville,{'event_count': 6},"Knoxville, TN 37996","Knoxville, TN",TN,0.88032067,"{'lat': 35.9555, 'lon': -83.9253}","{'employee_only': False, 'created_at': '2015-11-09T19:17:32Z', 'method': 'NONE'}",6,1235 Phillip Fulmer Way,102455,neyland-stadium,Neyland Stadium,https://seatgeek.com/venues/neyland-stadium/tickets,US,0,Neyland Stadium,Neyland Stadium
785,[],659,37213,America/Chicago,True,1126,Nashville,{'event_count': 13},"Nashville, TN 37213","Nashville, TN",TN,0.8546275,"{'lat': 36.1665, 'lon': -86.7713}","{'employee_only': False, 'created_at': '2018-12-14T16:41:48Z', 'method': 'QRCODE'}",13,1 Titans Way,69143,nissan-stadium,Nissan Stadium,https://seatgeek.com/venues/nissan-stadium/tickets,US,0,Nissan Stadium,Nissan Stadium
786,[],640,38103,America/Chicago,True,1243,Memphis,{'event_count': 72},"Memphis, TN 38103","Memphis, TN",TN,0.7469174,"{'lat': 35.1383, 'lon': -90.0522}","{'employee_only': False, 'created_at': '2015-07-12T00:00:00Z', 'method': 'QRCODE_TM'}",72,191 Beale Street,19000,fedexforum,FedExForum,https://seatgeek.com/venues/fedexforum/tickets,US,0,FedExForum,FedExForum
787,[],659,37201,America/Chicago,True,949,Nashville,{'event_count': 15},"Nashville, TN 37201","Nashville, TN",TN,0.5965868,"{'lat': 36.1672, 'lon': -86.7812}",,15,417 4th Avenue North,9432,nashville-municipal-auditorium,Nashville Municipal Auditorium,https://seatgeek.com/venues/nashville-municipal-auditorium/tickets,US,0,Nashville Municipal Auditorium,Nashville Municipal Auditorium
788,[],659,37214,America/Chicago,True,4706,Nashville,{'event_count': 81},"Nashville, TN 37214","Nashville, TN",TN,0.58064073,"{'lat': 36.2063, 'lon': -86.6936}",,81,2804 Opryland Drive,4400,grand-ole-opry-house,Grand Ole Opry House,https://seatgeek.com/venues/grand-ole-opry-house/tickets,US,0,Grand Ole Opry House,Grand Ole Opry House
789,[],659,37219,America/Chicago,True,292,Nashville,{'event_count': 119},"Nashville, TN 37219","Nashville, TN",TN,0.6628263,"{'lat': 36.1612, 'lon': -86.7785}","{'employee_only': False, 'created_at': '2018-01-04T01:52:34Z', 'method': 'QRCODE_TM'}",119,116 5th Avenue North,2362,ryman-auditorium,Ryman Auditorium,https://seatgeek.com/venues/ryman-auditorium/tickets,US,0,Ryman Auditorium,Ryman Auditorium
790,[],640,38134,America/Chicago,True,9859,Memphis,{'event_count': 3},"Memphis, TN 38134","Memphis, TN",TN,0.0,"{'lat': 35.1387, 'lon': -89.8323}",,3,6903 Great View Drive North,0,shelby-farms-park,Shelby Farms Park,https://seatgeek.com/venues/shelby-farms-park/tickets,US,0,Shelby Farms Park,Shelby Farms Park
791,[],659,37203,America/Chicago,True,78512,Nashville,{'event_count': 1},"Nashville, TN 37203","Nashville, TN",TN,0.7247749,"{'lat': 36.1597, 'lon': -86.7715}",,1,301 1st Ave S,6800,ascend-amphitheater,Ascend Amphitheater,https://seatgeek.com/venues/ascend-amphitheater/tickets,US,0,Ascend Amphitheater,Ascend Amphitheater
792,[],575,37402,America/New_York,True,1813,Chattanooga,{'event_count': 48},"Chattanooga, TN 37402","Chattanooga, TN",TN,0.5502013,"{'lat': 35.0478, 'lon': -85.3112}",,48,709 Broad Street,1750,tivoli-theatre,Tivoli Theatre,https://seatgeek.com/venues/tivoli-theatre/tickets,US,0,Tivoli Theatre,Tivoli Theatre
793,[],659,37206,America/Chicago,True,77961,Nashville,{'event_count': 57},"Nashville, TN 37206","Nashville, TN",TN,0.463523,"{'lat': 36.1757, 'lon': -86.7556}",,57,917 Woodland St,400,the-basement-east,The Basement East,https://seatgeek.com/venues/the-basement-east/tickets,US,0,The Basement East,The Basement East
794,[],557,37915,America/New_York,True,1267,Knoxville,{'event_count': 44},"Knoxville, TN 37915","Knoxville, TN",TN,0.59397846,"{'lat': 35.9655, 'lon': -83.9117}",,44,500 East Church Avenue,6400,knoxville-civic-auditorium,Knoxville Civic Auditorium,https://seatgeek.com/venues/knoxville-civic-auditorium/tickets,US,0,Knoxville Civic Auditorium,Knoxville Civic Auditorium
795,[],659,37201,America/Chicago,True,818,Nashville,{'event_count': 108},"Nashville, TN 37201","Nashville, TN",TN,0.53530765,"{'lat': 36.1603, 'lon': -86.7758}",,108,1 Symphony Place,150,schermerhorn-symphony-center,Schermerhorn Symphony Center,https://seatgeek.com/venues/schermerhorn-symphony-center/tickets,US,0,Schermerhorn Symphony Center,Schermerhorn Symphony Center
796,[],557,37902,America/New_York,True,925,Knoxville,{'event_count': 27},"Knoxville, TN 37902","Knoxville, TN",TN,0.4746657,"{'lat': 35.9623, 'lon': -83.9171}",,27,803 S. Gay St.,1503,bijou-theatre,Bijou Theatre,https://seatgeek.com/venues/bijou-theatre/tickets,US,0,Bijou Theatre,Bijou Theatre
797,[],659,37207,America/New_York,True,438091,Nashville,{'event_count': 15},"Nashville, TN 37207","Nashville, TN",TN,0.0,"{'lat': 36.178, 'lon': -86.7778}",,15,500 Cowan Street,0,the-cowan,The Cowan,https://seatgeek.com/venues/the-cowan/tickets,US,0,The Cowan,The Cowan
798,[],659,37201,America/Chicago,True,511,Nashville,{'event_count': 3},"Nashville, TN 37201","Nashville, TN",TN,0.5467292,"{'lat': 36.1626, 'lon': -86.7756}",,3,120 Second Avenue North,2000,wildhorse-saloon,Wildhorse Saloon,https://seatgeek.com/venues/wildhorse-saloon/tickets,US,0,Wildhorse Saloon,Wildhorse Saloon
799,[],640,38103,America/Chicago,True,1577,Memphis,{'event_count': 17},"Memphis, TN 38103","Memphis, TN",TN,0.5548125,"{'lat': 35.1511, 'lon': -90.0512}",,17,255 North Main Street,2100,cannon-center-for-the-performing-arts,Cannon Center For The Performing Arts,https://seatgeek.com/venues/cannon-center-for-the-performing-arts/tickets,US,0,Cannon Center For The Performing Arts,Cannon Center for the Performing Arts
800,[],575,37402,America/New_York,True,2180,Chattanooga,{'event_count': 2},"Chattanooga, TN 37402","Chattanooga, TN",TN,0.5532604,"{'lat': 35.048, 'lon': -85.3057}",,2,399 McCallie Avenue,4878,soldiers-and-sailors-memorial-auditorium,Soldiers and Sailors Memorial Auditorium,https://seatgeek.com/venues/soldiers-and-sailors-memorial-auditorium/tickets,US,0,Soldiers and Sailors Memorial Auditorium,Soldiers and Sailors Memorial Auditorium
801,[],659,37210,America/Chicago,True,1524,Nashville,{'event_count': 45},"Nashville, TN 37210","Nashville, TN",TN,0.49527267,"{'lat': 36.1522, 'lon': -86.7699}",,45,818 3rd Avenue South,1000,3rd-lindsley-bar-grill,3rd & Lindsley Bar & Grill,https://seatgeek.com/venues/3rd-lindsley-bar-grill/tickets,US,0,3rd & Lindsley Bar & Grill,3rd & Lindsley
802,[],659,37203,America/Chicago,True,8580,Nashville,{'event_count': 18},"Nashville, TN 37203","Nashville, TN",TN,0.48786965,"{'lat': 36.1371, 'lon': -86.7785}",,18,1604 Eighth Ave South,1000,the-basement-1,The Basement,https://seatgeek.com/venues/the-basement-1/tickets,US,0,The Basement,The Basement
803,[],640,38104,America/Chicago,True,427828,Memphis,{'event_count': 13},"Memphis, TN 38104","Memphis, TN",TN,0.0,"{'lat': 35.1423, 'lon': -89.9967}",,13,1911 Poplar Ave,0,growlers-2,Growlers,https://seatgeek.com/venues/growlers-2/tickets,US,0,Growlers,Growlers
804,[],640,38104,America/Chicago,True,73946,Memphis,{'event_count': 9},"Memphis, TN 38104","Memphis, TN",TN,0.0,"{'lat': 35.1366, 'lon': -89.9906}",,9,2119 Madison Ave,0,lafayette-s-music-room,Lafayette's Music Room,https://seatgeek.com/venues/lafayette-s-music-room/tickets,US,0,Lafayette's Music Room,Lafayette's Music Room - Memphis
805,[],659,37013,America/Chicago,True,480349,Nashville,{'event_count': 1},"Nashville, TN 37013","Nashville, TN",TN,0.0,"{'lat': 36.0878, 'lon': -86.7296}",,1,3810 Nolesville PK,0,buchanas-nightclub,Buchanas Nightclub,https://seatgeek.com/venues/buchanas-nightclub/tickets,US,0,Buchanas Nightclub,Buchanas Nightclub
806,[],635,78617,America/Chicago,False,42026,Austin,{'event_count': 0},"Austin, TX 78617","Austin, TX",TX,0.77175313,"{'lat': 30.1342, 'lon': -97.6384}",,0,9201 Circuit of the Americas Blvd.,14000,tower-amphitheater,Tower Amphitheater,https://seatgeek.com/venues/tower-amphitheater/tickets,US,0,Tower Amphitheater,Circuit of The Americas
807,[],641,78205,America/Chicago,True,912,San Antonio,{'event_count': 123},"San Antonio, TX 78205","San Antonio, TX",TX,0.5858773,"{'lat': 29.4263, 'lon': -98.4905}","{'employee_only': False, 'created_at': '2018-08-10T22:20:41Z', 'method': 'QRCODE_TM'}",123,226 E Houston St,2264,majestic-theatre-san-antonio,Majestic Theatre San Antonio,https://seatgeek.com/venues/majestic-theatre-san-antonio/tickets,US,0,Majestic Theatre San Antonio,Majestic Theatre San Antonio
808,[],636,78501,America/Chicago,True,7755,McAllen,{'event_count': 1},"McAllen, TX 78501","McAllen, TX",TX,0.46493217,"{'lat': 26.2011, 'lon': -98.2594}",,1,700 Convention Center Boulevard,3500,mcallen-convention-center,McAllen Convention Center,https://seatgeek.com/venues/mcallen-convention-center/tickets,US,0,McAllen Convention Center,McAllen Convention Center
809,[],618,77054,America/Chicago,True,1534,Houston,{'event_count': 7},"Houston, TX 77054","Houston, TX",TX,0.6232913,"{'lat': 29.6876, 'lon': -95.4055}",,7,1 NRG Park,8000,nrg-arena,NRG Arena,https://seatgeek.com/venues/nrg-arena/tickets,US,0,NRG Arena,NRG Arena
810,[],623,75219,America/Chicago,True,117,Dallas,{'event_count': 102},"Dallas, TX 75219","Dallas, TX",TX,0.79944676,"{'lat': 32.7904, 'lon': -96.8103}","{'employee_only': False, 'created_at': '2017-10-16T18:17:51Z', 'method': 'MOBILE_ONLY'}",102,2500 Victory Avenue,18584,american-airlines-center,American Airlines Center,https://seatgeek.com/venues/american-airlines-center/tickets,US,0,American Airlines Center,American Airlines Center
811,[],623,76011,America/Chicago,True,16,Arlington,{'event_count': 2},"Arlington, TX 76011","Arlington, TX",TX,0.84144884,"{'lat': 32.7506, 'lon': -97.0824}","{'employee_only': False, 'created_at': '2015-07-06T00:00:00Z', 'method': 'PDF417'}",2,1000 Ballpark Way,49115,globe-life-park,Globe Life Park,https://seatgeek.com/venues/globe-life-park/tickets,US,0,Globe Life Park,Globe Life Park in Arlington
812,[],623,76107,America/Chicago,True,460055,Fort Worth,{'event_count': 11},"Fort Worth, TX 76107","Fort Worth, TX",TX,0.0,"{'lat': 32.7414, 'lon': -97.3688}",,11,1911 Montgomery Street,13300,dickies-arena,Dickies Arena,https://seatgeek.com/venues/dickies-arena/tickets,US,0,Dickies Arena,Dickies Arena
813,[],641,78205,America/Chicago,True,2445,San Antonio,{'event_count': 18},"San Antonio, TX 78205","San Antonio, TX",TX,0.49077487,"{'lat': 29.4262, 'lon': -98.4913}",,18,226 N. St. Marys Street,2264,charline-mccombs-empire-theatre,Charline McCombs Empire Theatre,https://seatgeek.com/venues/charline-mccombs-empire-theatre/tickets,US,0,Charline McCombs Empire Theatre,Charline McCombs Empire Theatre
814,[],623,75039,America/Chicago,True,426080,Irving,{'event_count': 34},"Irving, TX 75039","Irving, TX",TX,0.66628104,"{'lat': 32.8752, 'lon': -96.9439}",,34,316 West Las Colinas Boulevard,8000,the-pavilion-at-toyota-music-factory,The Pavilion at Toyota Music Factory,https://seatgeek.com/venues/the-pavilion-at-toyota-music-factory/tickets,US,0,The Pavilion at Toyota Music Factory,The Pavilion at Toyota Music Factory
815,[],692,77705,America/Chicago,True,619,Beaumont,{'event_count': 6},"Beaumont, TX 77705","Beaumont, TX",TX,0.59213984,"{'lat': 30.0861, 'lon': -94.1016}",,6,5115 IH,9737,ford-park-1,Ford Park,https://seatgeek.com/venues/ford-park-1/tickets,US,0,Ford Park,Ford Park
816,[],618,77479,America/Chicago,True,397930,Sugar Land,{'event_count': 37},"Sugar Land, TX 77479","Sugar Land, TX",TX,0.6823188,"{'lat': 29.5771, 'lon': -95.6433}",,37,18111 Lexington Blvd,6400,smart-financial-centre,Smart Financial Centre,https://seatgeek.com/venues/smart-financial-centre/tickets,US,0,Smart Financial Centre,Smart Financial Centre at Sugar Land
817,[],623,75202,America/Chicago,True,564,Dallas,{'event_count': 73},"Dallas, TX 75202","Dallas, TX",TX,0.57207435,"{'lat': 32.785, 'lon': -96.8083}","{'employee_only': False, 'created_at': '2015-07-31T00:00:00Z', 'method': 'QRCODE_TM'}",73,2200 North Lamar Street,1625,house-of-blues-dallas,House of Blues - Dallas,https://seatgeek.com/venues/house-of-blues-dallas/tickets,US,0,House of Blues - Dallas,House of Blues Houston presented by Cricket Wireless
818,[],0,76011,America/Chicago,True,487468,Arlington,{'event_count': 1},"Arlington, TX 76011","Arlington, TX",TX,0.0,"{'lat': 32.7472, 'lon': -97.0838}",,1,734 Stadium Drive,0,globe-life-field,Globe Life Field,https://seatgeek.com/venues/globe-life-field/tickets,US,0,Globe Life Field,Globe Life Field
819,[],618,77002,America/Chicago,True,20,Houston,{'event_count': 14},"Houston, TX 77002","Houston, TX",TX,0.7442693,"{'lat': 29.7562, 'lon': -95.3557}","{'employee_only': False, 'created_at': '2016-04-01T20:44:26Z', 'method': 'PDF417'}",14,501 Crawford Street,40950,minute-maid-park,Minute Maid Park,https://seatgeek.com/venues/minute-maid-park/tickets,US,0,Minute Maid Park,Minute Maid Park
820,[],641,78219,America/Chicago,True,2285,San Antonio,{'event_count': 3},"San Antonio, TX 78219","San Antonio, TX",TX,0.63217527,"{'lat': 29.426, 'lon': -98.4428}",,3,3201 East Houston Street,11700,freeman-coliseum,Freeman Coliseum,https://seatgeek.com/venues/freeman-coliseum/tickets,US,0,Freeman Coliseum,Freeman Coliseum
821,[],765,79902,America/Denver,True,691,El Paso,{'event_count': 34},"El Paso, TX 79902","El Paso, TX",TX,0.6304798,"{'lat': 31.7777, 'lon': -106.506}",,34,151 Glory Rd,12567,don-haskins-center,Don Haskins Center,https://seatgeek.com/venues/don-haskins-center/tickets,US,0,Don Haskins Center,Don Haskins Center
822,[],618,77002,America/Chicago,True,490,Houston,{'event_count': 41},"Houston, TX 77002","Houston, TX",TX,0.6379804,"{'lat': 29.7623, 'lon': -95.367}","{'employee_only': False, 'created_at': '2017-03-21T20:28:10Z', 'method': 'NONE'}",41,520 Texas Avenue,2815,revention-music-center,Revention Music Center,https://seatgeek.com/venues/revention-music-center/tickets,US,0,Revention Music Center,Revention Music Center
823,[],623,75210,America/Chicago,True,54,Dallas,{'event_count': 4},"Dallas, TX 75210","Dallas, TX",TX,0.7664742,"{'lat': 32.7752, 'lon': -96.7564}","{'employee_only': False, 'created_at': '2015-11-17T15:09:21Z', 'method': 'NONE'}",4,3839 South Fitzhugh Avenue,20111,dos-equis-pavilion,Dos Equis Pavilion,https://seatgeek.com/venues/dos-equis-pavilion/tickets,US,0,Dos Equis Pavilion,Dos Equis Pavilion
824,[],618,77380,America/Chicago,True,55,The Woodlands,{'event_count': 5},"The Woodlands, TX 77380","The Woodlands, TX",TX,0.7345853,"{'lat': 30.1641, 'lon': -95.4626}","{'employee_only': False, 'created_at': '2018-05-16T15:12:36Z', 'method': 'MOBILE_ONLY'}",5,2005 Lake Robbins Drive,17000,the-cynthia-woods-mitchell-pavilion-1,The Cynthia Woods Mitchell Pavilion,https://seatgeek.com/venues/the-cynthia-woods-mitchell-pavilion-1/tickets,US,0,The Cynthia Woods Mitchell Pavilion,The Cynthia Woods Mitchell Pavilion presented by Huntsman
825,[],765,79905,America/Chicago,True,1042,El Paso,{'event_count': 23},"El Paso, TX 79905","El Paso, TX",TX,0.55676585,"{'lat': 31.7674, 'lon': -106.441}",,23,4100 East Paisano Street,6000,el-paso-county-coliseum,El Paso County Coliseum,https://seatgeek.com/venues/el-paso-county-coliseum/tickets,US,0,El Paso County Coliseum,El Paso County Coliseum
